dataset,method,base_method,centrality,proportion,ri,ch,fm,v,dbs,ss
qsar-biodeg_norm,SSKISOMAP_closeness_centrality_p70,SSKISOMAP,closeness,70,0.013840830449826992,0.24149156116122578,0.23353587403981227,0.44332296807464994,0.0279299749210266,0.33848632279173996
qsar-biodeg_norm,SSKISOMAP_closeness_centrality_p80,SSKISOMAP,closeness,80,0.03469819300269127,0.13264524460960875,0.06290812101555053,0.001731587495340632,0.1097659306316739,0.150934557432908
qsar-biodeg_norm,SSKISOMAP_closeness_centrality_p90,SSKISOMAP,closeness,90,0.5122068435217227,0.11555267028539742,0.5460716340913336,0.4138663887464782,0.10076232879961618,0.09403553002228351
qsar-biodeg_norm,SSKISOMAP_closeness_centrality_p100,SSKISOMAP,closeness,100,0.06497500961168798,0.1159566123576408,0.03398931143832308,0.12776117080087504,0.14471585800871528,0.0
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p10,SSKISOMAP,eigenvector,10,0.6462898885044216,0.2787254103693209,0.7443233056488674,0.5107755472287959,0.05776541308849914,0.2649874117657343
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p20,SSKISOMAP,eigenvector,20,0.4845251826220688,0.2641663324259891,0.725493590218258,0.2813163177536995,0.04592650195585314,0.349027663965743
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p30,SSKISOMAP,eigenvector,30,0.39369473279507916,0.23145537934132754,0.7628385099058992,0.15285261949792392,0.03253892201535345,0.3988746810934784
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p40,SSKISOMAP,eigenvector,40,0.1387927720107651,0.17923612332430966,0.7265963690394794,0.1398855909238244,0.020668378424424885,0.48674784290120277
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p50,SSKISOMAP,eigenvector,50,0.11774317570165323,0.0,0.29379241251462046,0.007817453577816252,1.0,0.23876595292672667
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p60,SSKISOMAP,eigenvector,60,0.08650519031141857,0.06790549006335815,0.5888562103452861,0.1326217257611497,0.18148667231111848,0.37532858427083743
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p70,SSKISOMAP,eigenvector,70,0.11774317570165323,0.0031816726824082354,0.4280578158207868,0.0,0.7726448682838579,0.27554999865554797
qsar-biodeg_norm,SSKISOMAP_eigenvector_centrality_p80,SSKISOMAP,eigenvector,80,0.14619377162629757,0.1256299204520389,0.6258851092829932,0.01706599675611376,0.13100011546625853,0.5225496786038448
